geoid,0,2,3,4,5,6,7,8,9,10
14000US36005021800,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14000US36005026500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
14000US36047016000,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
14000US36047054400,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
14000US34035050500,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
14000US34035053705,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0
14000US36103158512,4.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0
14000US36081126700,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
14000US36047039100,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
14000US36061004100,1.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0
14000US36119002202,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
14000US36119006801,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
14000US36005036100,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
14000US36005023501,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
14000US34013021802,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
14000US34027040805,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0
14000US34029717200,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
14000US34029717502,6.0,2.0,1.0,3.0,2.0,4.0,6.0,5.0,2.0,2.0
14000US36061021000,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0
14000US36061013100,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0
14000US34003024200,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
14000US34003014000,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
14000US34029720203,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
